Geographic area	Indicator	Sex	TIME_PERIOD	OBS_VALUE	Unit multiplier	Unit of measure	Observation Status	Observation confidentaility	LOWER_BOUND	UPPER_BOUND	WGTD_SAMPL_SIZE	OBS_FOOTNOTE	SERIES_FOOTNOTE	DATA_SOURCE	SOURCE_LINK	CUSTODIAN	Time period activity related to when the data are collected	REF_PERIOD	COVERAGE_TIME	Current age
Finland	Under-five mortality rate	Female	2019	2.15345045515479		Deaths per 1000 live births	Normal value		1.94882397423001	2.38643517928466				UN_IGME						Total
Finland	Child mortality rate (aged 1-4 years)	Female	2019	0.385942042040566		Deaths per 1000 children aged 1	Normal value		0.345396896088784	0.431462805165761				UN_IGME						Total
Finland	Infant mortality rate	Male	2019	2.11571595600191		Deaths per 1000 live births	Normal value		1.91770813751801	2.34366078740065				UN_IGME						Total
Finland	Under-five mortality rate	Male	2019	2.60533350875251		Deaths per 1000 live births	Normal value		2.36533254750604	2.88250815595959				UN_IGME						Total
Finland	Child mortality rate (aged 1-4 years)	Male	2019	0.490193240724857		Deaths per 1000 children aged 1	Normal value		0.441924748304051	0.545726225878762				UN_IGME						Total
Finland	Infant mortality rate	Total	2019	1.94557956531999		Deaths per 1000 live births	Normal value		1.7692229855811	2.14958734726112				UN_IGME						Total
Finland	Under-five mortality rate	Total	2019	2.38366860505227		Deaths per 1000 live births	Normal value		2.16760155238005	2.63361312218614				UN_IGME						Total
Finland	Child mortality rate (aged 1-4 years)	Total	2019	0.438943038338024		Deaths per 1000 children aged 1	Normal value		0.399084636511093	0.485068471976974				UN_IGME						Total
Finland	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	89	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	83	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Finland	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	93	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
France	Infant mortality rate	Female	2019	3.40178968844269		Deaths per 1000 live births	Normal value		3.21008782098536	3.61868149397266				UN_IGME						Total
France	Under-five mortality rate	Female	2019	4.01570900199826		Deaths per 1000 live births	Normal value		3.79347793320086	4.26816166847831				UN_IGME						Total
France	Child mortality rate (aged 1-4 years)	Female	2019	0.615285827900269		Deaths per 1000 children aged 1	Normal value		0.57809522654011	0.657939698606974				UN_IGME						Total
France	Infant mortality rate	Male	2019	4.12782493886195		Deaths per 1000 live births	Normal value		3.89700506981232	4.37992827349767				UN_IGME						Total
France	Under-five mortality rate	Male	2019	4.88100594959902		Deaths per 1000 live births	Normal value		4.61337498610838	5.17524466113808				UN_IGME						Total
France	Child mortality rate (aged 1-4 years)	Male	2019	0.757159322270884		Deaths per 1000 children aged 1	Normal value		0.713882220585738	0.805658361216877				UN_IGME						Total
France	Infant mortality rate	Total	2019	3.7735302411698		Deaths per 1000 live births	Normal value		3.57720730374451	3.99966677633647				UN_IGME						Total
France	Under-five mortality rate	Total	2019	4.45909522546859		Deaths per 1000 live births	Normal value		4.22710485651062	4.72631564767809				UN_IGME						Total
France	Child mortality rate (aged 1-4 years)	Total	2019	0.688161783600261		Deaths per 1000 children aged 1	Normal value		0.6522307172521	0.729566895816064				UN_IGME						Total
France	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
France	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	83	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
France	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Infant mortality rate	Female	2019	27.401646765073		Deaths per 1000 live births	Normal value		18.0279519414622	40.1155821958642				UN_IGME						Total
Gabon	Under-five mortality rate	Female	2019	38.1763856091403		Deaths per 1000 live births	Normal value		23.8928887351662	61.018761117011				UN_IGME						Total
Gabon	Child mortality rate (aged 1-4 years)	Female	2019	11.0854377204328		Deaths per 1000 children aged 1	Normal value		5.93095631436051	21.8018740983495				UN_IGME						Total
Gabon	Infant mortality rate	Male	2019	34.6736951521878		Deaths per 1000 live births	Normal value		22.935022959539	50.8605880379401				UN_IGME						Total
Gabon	Under-five mortality rate	Male	2019	46.5523353192679		Deaths per 1000 live births	Normal value		29.1224888888154	74.3699060740092				UN_IGME						Total
Gabon	Child mortality rate (aged 1-4 years)	Male	2019	12.2509020588446		Deaths per 1000 children aged 1	Normal value		6.30642040208043	24.7094621557295				UN_IGME						Total
Gabon	Infant mortality rate	Total	2019	31.1458616054158		Deaths per 1000 live births	Normal value		20.5724032456174	45.5414279750426				UN_IGME						Total
Gabon	Under-five mortality rate	Total	2019	42.4601517985182		Deaths per 1000 live births	Normal value		26.5951439796469	67.8189325040027				UN_IGME						Total
Gabon	Child mortality rate (aged 1-4 years)	Total	2019	11.6780119368667		Deaths per 1000 children aged 1	Normal value		6.14924549242076	23.3404625220949				UN_IGME						Total
Gabon	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	85	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Gabon	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	69	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	63	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	53	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	62	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule)	Total	2020	52	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	63	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	63	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gabon	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	63	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Infant mortality rate	Female	2019	31.6745159675069		Deaths per 1000 live births	Normal value		27.6737668368246	35.9695713236921				UN_IGME						Total
Gambia	Under-five mortality rate	Female	2019	46.8541909733831		Deaths per 1000 live births	Normal value		39.0823296998407	55.8307374080146				UN_IGME						Total
Gambia	Child mortality rate (aged 1-4 years)	Female	2019	15.6720320181428		Deaths per 1000 children aged 1	Normal value		11.5698091591574	20.774321943761				UN_IGME						Total
Gambia	Infant mortality rate	Male	2019	39.8901985926303		Deaths per 1000 live births	Normal value		35.1195362488012	45.2199456560988				UN_IGME						Total
Gambia	Under-five mortality rate	Male	2019	56.3502167825357		Deaths per 1000 live births	Normal value		47.2220080666625	67.2040734055855				UN_IGME						Total
Gambia	Child mortality rate (aged 1-4 years)	Male	2019	17.1674145277142		Deaths per 1000 children aged 1	Normal value		12.3590515948115	23.1155995218574				UN_IGME						Total
Gambia	Infant mortality rate	Total	2019	35.8928845942776		Deaths per 1000 live births	Normal value		31.651057806501	40.439663190171				UN_IGME						Total
Gambia	Under-five mortality rate	Total	2019	51.7247840463207		Deaths per 1000 live births	Normal value		43.2915845838292	61.4411324023246				UN_IGME						Total
Gambia	Child mortality rate (aged 1-4 years)	Total	2019	16.4213075487958		Deaths per 1000 children aged 1	Normal value		12.0210042794661	21.8865540879056				UN_IGME						Total
Gambia	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Gambia	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	85	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule)	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	61	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Gambia	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2019	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2019	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Gambia	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	85	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Infant mortality rate	Female	2019	7.50278726663154		Deaths per 1000 live births	Normal value		6.39173913971331	8.92553860908331				UN_IGME						Total
Georgia	Under-five mortality rate	Female	2019	8.46587899712859		Deaths per 1000 live births	Normal value		7.21917119466739	10.0351463291435				UN_IGME						Total
Georgia	Child mortality rate (aged 1-4 years)	Female	2019	0.968467412303609		Deaths per 1000 children aged 1	Normal value		0.822006926883417	1.14937827580167				UN_IGME						Total
Georgia	Infant mortality rate	Male	2019	9.49330128771834		Deaths per 1000 live births	Normal value		8.12343445989372	11.2546149563563				UN_IGME						Total
Georgia	Under-five mortality rate	Male	2019	10.6418158686546		Deaths per 1000 live births	Normal value		9.13011832077706	12.5936218006301				UN_IGME						Total
Georgia	Child mortality rate (aged 1-4 years)	Male	2019	1.15935842517295		Deaths per 1000 children aged 1	Normal value		0.987986968893984	1.36706037250554				UN_IGME						Total
Georgia	Infant mortality rate	Total	2019	8.52701869204287		Deaths per 1000 live births	Normal value		7.32564865688751	10.0543976609621				UN_IGME						Total
Georgia	Under-five mortality rate	Total	2019	9.58487786608187		Deaths per 1000 live births	Normal value		8.24085967532618	11.2860045514684				UN_IGME						Total
Georgia	Child mortality rate (aged 1-4 years)	Total	2019	1.06695713751076		Deaths per 1000 children aged 1	Normal value		0.921965010177245	1.24411572477591				UN_IGME						Total
Georgia	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Georgia	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Georgia	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	77	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Georgia	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	75	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Georgia	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	82	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Infant mortality rate	Female	2019	2.936299061335		Deaths per 1000 live births	Normal value		2.79725657699739	3.08845462713813				UN_IGME						Total
Germany	Under-five mortality rate	Female	2019	3.47619408434309		Deaths per 1000 live births	Normal value		3.31439355198158	3.65224480036166				UN_IGME						Total
Germany	Child mortality rate (aged 1-4 years)	Female	2019	0.540699544212597		Deaths per 1000 children aged 1	Normal value		0.513425660729655	0.570873924623166				UN_IGME						Total
Germany	Infant mortality rate	Male	2019	3.48670268681482		Deaths per 1000 live births	Normal value		3.32514411047972	3.65645578626033				UN_IGME						Total
Germany	Under-five mortality rate	Male	2019	4.12140250530555		Deaths per 1000 live births	Normal value		3.93303467128271	4.32187795500708				UN_IGME						Total
Germany	Child mortality rate (aged 1-4 years)	Male	2019	0.637258686338293		Deaths per 1000 children aged 1	Normal value		0.606077356020779	0.670090578737242				UN_IGME						Total
Germany	Infant mortality rate	Total	2019	3.21893323662476		Deaths per 1000 live births	Normal value		3.07754306594137	3.37156460651404				UN_IGME						Total
Germany	Under-five mortality rate	Total	2019	3.80722990169613		Deaths per 1000 live births	Normal value		3.63999906897586	3.9877563906483				UN_IGME						Total
Germany	Child mortality rate (aged 1-4 years)	Total	2019	0.590196468098714		Deaths per 1000 children aged 1	Normal value		0.564192329225116	0.618276342769203				UN_IGME						Total
Germany	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	93	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Germany	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2019	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Germany	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2019	65	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Infant mortality rate	Female	2019	30.0305991394763		Deaths per 1000 live births	Normal value		25.0113088262739	35.6945905288105				UN_IGME						Total
Ghana	Under-five mortality rate	Female	2019	41.3816580471547		Deaths per 1000 live births	Normal value		33.1654511535759	51.235539159099				UN_IGME						Total
Ghana	Child mortality rate (aged 1-4 years)	Female	2019	11.697968548158		Deaths per 1000 children aged 1	Normal value		8.34051227413204	16.147396251199				UN_IGME						Total
Ghana	Infant mortality rate	Male	2019	37.5241100319527		Deaths per 1000 live births	Normal value		31.2947809191081	44.673541412267				UN_IGME						Total
Ghana	Under-five mortality rate	Male	2019	50.6964508487738		Deaths per 1000 live births	Normal value		40.6088074445007	62.8236669432171				UN_IGME						Total
Ghana	Child mortality rate (aged 1-4 years)	Male	2019	13.6545865327741		Deaths per 1000 children aged 1	Normal value		9.62276195899572	19.0124891284228				UN_IGME						Total
Ghana	Infant mortality rate	Total	2019	33.8933830093959		Deaths per 1000 live births	Normal value		28.3042131260634	40.1548837188006				UN_IGME						Total
Ghana	Under-five mortality rate	Total	2019	46.1584446162756		Deaths per 1000 live births	Normal value		37.0733834862102	56.9913980251328				UN_IGME						Total
Ghana	Child mortality rate (aged 1-4 years)	Total	2019	12.6953499660055		Deaths per 1000 children aged 1	Normal value		9.02460469753065	17.5408657305353				UN_IGME						Total
Ghana	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Ghana	Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule)	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	79	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Ghana	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	89	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Ghana	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Infant mortality rate	Female	2019	3.03473676014309		Deaths per 1000 live births	Normal value		2.65580704125116	3.44043284003446				UN_IGME						Total
Greece	Under-five mortality rate	Female	2019	3.44988662587319		Deaths per 1000 live births	Normal value		3.02292369499905	3.90668734451747				UN_IGME						Total
Greece	Child mortality rate (aged 1-4 years)	Female	2019	0.416653470485029		Deaths per 1000 children aged 1	Normal value		0.363339072952029	0.474982477814684				UN_IGME						Total
Greece	Infant mortality rate	Male	2019	3.56944532446008		Deaths per 1000 live births	Normal value		3.13436408125314	4.03514889428107				UN_IGME						Total
Greece	Under-five mortality rate	Male	2019	4.04247238600914		Deaths per 1000 live births	Normal value		3.54853322862334	4.57153869609858				UN_IGME						Total
Greece	Child mortality rate (aged 1-4 years)	Male	2019	0.47505324481395		Deaths per 1000 children aged 1	Normal value		0.414669065292578	0.537634765499284				UN_IGME						Total
Greece	Infant mortality rate	Total	2019	3.30761031800369		Deaths per 1000 live births	Normal value		2.90677225426052	3.73183232204311				UN_IGME						Total
Greece	Under-five mortality rate	Total	2019	3.75263095220105		Deaths per 1000 live births	Normal value		3.29786234882735	4.23392967542063				UN_IGME						Total
Greece	Child mortality rate (aged 1-4 years)	Total	2019	0.446497473848839		Deaths per 1000 children aged 1	Normal value		0.392230218483286	0.503978115200399				UN_IGME						Total
Greece	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	96	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Greece	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
